tid,attribute,correct_val
44,T3,19.79
44,T4,19.0
44,T5,17.1666666666667
44,T6,7.02666666666667
44,T7,17.2
44,T8,18.2
44,T9,17.0333333333333
45,T1,19.89
45,T2,19.2
45,T3,19.79
45,T4,19.0
45,T5,17.1666666666667
45,T6,7.02666666666667
45,T7,17.2
45,T8,18.2
45,T9,17.0333333333333
46,T1,19.89
46,T2,19.2
46,T3,19.79
46,T4,19.0
46,T5,17.1666666666667
46,T6,7.02666666666667
46,T7,17.2
46,T8,18.2
46,T9,17.0333333333333
47,T1,19.89
47,T2,19.2
47,T3,19.79
47,T4,19.0
47,T5,17.1666666666667
47,T6,7.02666666666667
47,T7,17.2
47,T8,18.2
47,T9,17.0333333333333
48,T1,19.89
48,T2,19.2
48,T3,19.79
48,T4,19.0
48,T5,17.1666666666667
48,T6,7.02666666666667
48,T7,17.2
48,T8,18.2
48,T9,17.0333333333333
49,T1,19.89
49,T2,19.2
49,T3,19.79
49,T4,19.0
49,T5,17.1666666666667
49,T6,7.02666666666667
49,T7,17.2
49,T8,18.2
49,T9,17.0333333333333
50,T1,19.89
50,T2,19.2
50,T3,19.79
50,T4,19.0
50,T5,17.1666666666667
50,T6,7.02666666666667
50,T7,17.2
50,T8,18.2
50,T9,17.0333333333333
51,T1,19.89
51,T2,19.2
51,T3,19.79
51,T4,19.0
51,T5,17.1666666666667
51,T6,7.02666666666667
51,T7,17.2
51,T8,18.2
51,T9,17.0333333333333
52,T1,19.89
52,T2,19.2
52,T3,19.79
52,T4,19.0
52,T5,17.1666666666667
52,T6,7.02666666666667
52,T7,17.2
52,T8,18.2
52,T9,17.0333333333333
53,T1,19.89
53,T2,19.2
53,T3,19.79
53,T4,19.0
53,T5,17.1666666666667
53,T6,7.02666666666667
53,T7,17.2
53,T8,18.2
53,T9,17.0333333333333
54,T1,19.89
54,T2,19.2
54,T3,19.79
54,T4,19.0
54,T5,17.1666666666667
54,T6,7.02666666666667
54,T7,17.2
54,T8,18.2
54,T9,17.0333333333333
55,T1,19.89
55,T2,19.2
55,T3,19.79
55,T4,19.0
55,T5,17.1666666666667
55,T6,7.02666666666667
55,T7,17.2
55,T8,18.2
55,T9,17.0333333333333
56,T1,19.89
56,T2,19.2
56,T3,19.79
56,T4,19.0
56,T5,17.1666666666667
56,T6,7.02666666666667
56,T7,17.2
56,T8,18.2
56,T9,17.0333333333333
57,T1,19.89
57,T2,19.2
57,T3,19.79
57,T4,19.0
57,T5,17.1666666666667
57,T6,7.02666666666667
57,T7,17.2
57,T8,18.2
57,T9,17.0333333333333
58,T1,19.89
58,T2,19.2
58,T3,19.79
58,T4,19.0
58,T5,17.1666666666667
58,T6,7.02666666666667
58,T7,17.2
58,T8,18.2
58,T9,17.0333333333333
59,T1,19.89
59,T2,19.2
59,T3,19.79
59,T4,19.0
59,T5,17.1666666666667
59,T6,7.02666666666667
59,T7,17.2
59,T8,18.2
59,T9,17.0333333333333
60,T1,19.89
60,T2,19.2
60,T3,19.79
60,T4,19.0
60,T5,17.1666666666667
60,T6,7.02666666666667
60,T7,17.2
60,T8,18.2
60,T9,17.0333333333333
61,T1,19.89
61,T2,19.2
61,T3,19.79
61,T4,19.0
61,T5,17.1666666666667
61,T6,7.02666666666667
61,T7,17.2
61,T8,18.2
61,T9,17.0333333333333
62,T1,19.89
62,T2,19.2
62,T3,19.79
62,T4,19.0
62,T5,17.1666666666667
62,T6,7.02666666666667
62,T7,17.2
62,T8,18.2
62,T9,17.0333333333333
63,T1,19.89
63,T2,19.2
63,T3,19.79
63,T4,19.0
63,T5,17.1666666666667
63,T6,7.02666666666667
63,T7,17.2
63,T8,18.2
63,T9,17.0333333333333
64,T1,19.89
64,T2,19.2
64,T3,19.79
64,T4,19.0
64,T5,17.1666666666667
64,T6,7.02666666666667
64,T7,17.2
64,T8,18.2
64,T9,17.0333333333333
65,T1,19.89
65,T2,19.2
65,T3,19.79
65,T4,19.0
65,T5,17.1666666666667
65,T6,7.02666666666667
65,T7,17.2
65,T8,18.2
65,T9,17.0333333333333
66,T1,19.89
66,T2,19.2
66,T3,19.79
66,T4,19.0
66,T5,17.1666666666667
66,T6,7.02666666666667
66,T7,17.2
66,T8,18.2
66,T9,17.0333333333333
67,T1,19.89
67,T2,19.2
67,T3,19.79
67,T4,19.0
67,T5,17.1666666666667
67,T6,7.02666666666667
67,T7,17.2
67,T8,18.2
67,T9,17.0333333333333
68,T1,19.89
68,T2,19.2
68,T3,19.79
68,T4,19.0
68,T5,17.1666666666667
68,T6,7.02666666666667
68,T7,17.2
68,T8,18.2
68,T9,17.0333333333333
69,T1,19.89
69,T2,19.2
69,T3,19.79
69,T4,19.0
69,T5,17.1666666666667
69,T6,7.02666666666667
69,T7,17.2
69,T8,18.2
69,T9,17.0333333333333
70,T1,19.89
70,T2,19.2
70,T3,19.79
70,T4,19.0
70,T5,17.1666666666667
70,T6,7.02666666666667
70,T7,17.2
70,T8,18.2
70,T9,17.0333333333333
71,T1,19.89
71,T2,19.2
71,T3,19.79
71,T4,19.0
71,T5,17.1666666666667
71,T6,7.02666666666667
71,T7,17.2
71,T8,18.2
71,T9,17.0333333333333
72,T1,19.89
72,T2,19.2
72,T3,19.79
72,T4,19.0
72,T5,17.1666666666667
72,T6,7.02666666666667
72,T7,17.2
72,T8,18.2
72,T9,17.0333333333333
73,T1,19.89
73,T2,19.2
73,T3,19.79
73,T4,19.0
73,T5,17.1666666666667
73,T6,7.02666666666667
73,T7,17.2
73,T8,18.2
73,T9,17.0333333333333
74,T1,19.89
74,T2,19.2
74,T3,19.79
74,T4,19.0
74,T5,17.1666666666667
74,T6,7.02666666666667
74,T7,17.2
74,T8,18.2
74,T9,17.0333333333333
75,T1,19.89
75,T2,19.2
75,T3,19.79
75,T4,19.0
75,T5,17.1666666666667
75,T6,7.02666666666667
75,T7,17.2
75,T8,18.2
75,T9,17.0333333333333
76,T1,19.89
76,T2,19.2
76,T3,19.79
76,T4,19.0
76,T5,17.1666666666667
76,T6,7.02666666666667
76,T7,17.2
76,T8,18.2
76,T9,17.0333333333333
77,T1,19.89
77,T2,19.2
77,T3,19.79
77,T4,19.0
77,T5,17.1666666666667
77,T6,7.02666666666667
77,T7,17.2
77,T8,18.2
77,T9,17.0333333333333
78,T1,19.89
78,T2,19.2
78,T3,19.79
78,T4,19.0
78,T5,17.1666666666667
78,T6,7.02666666666667
78,T7,17.2
78,T8,18.2
78,T9,17.0333333333333
79,T1,19.89
79,T2,19.2
79,T3,19.79
79,T4,19.0
79,T5,17.1666666666667
79,T6,7.02666666666667
79,T7,17.2
79,T8,18.2
79,T9,17.0333333333333
80,T1,19.89
80,T2,19.2
80,T3,19.79
80,T4,19.0
80,T5,17.1666666666667
80,T6,7.02666666666667
80,T7,17.2
80,T8,18.2
80,T9,17.0333333333333
81,T1,19.89
81,T2,19.2
81,T3,19.79
81,T4,19.0
81,T5,17.1666666666667
81,T6,7.02666666666667
81,T7,17.2
81,T8,18.2
81,T9,17.0333333333333
82,T1,19.89
82,T2,19.2
82,T3,19.79
82,T4,19.0
82,T5,17.1666666666667
82,T6,7.02666666666667
82,T7,17.2
82,T8,18.2
82,T9,17.0333333333333
83,T1,19.89
83,T2,19.2
83,T3,19.79
83,T4,19.0
83,T5,17.1666666666667
83,T6,7.02666666666667
83,T7,17.2
83,T8,18.2
83,T9,17.0333333333333
84,T1,19.89
84,T2,19.2
84,T3,19.79
84,T4,19.0
84,T5,17.1666666666667
84,T6,7.02666666666667
84,T7,17.2
84,T8,18.2
84,T9,17.0333333333333
85,T1,19.89
85,T2,19.2
85,T3,19.79
85,T4,19.0
85,T5,17.1666666666667
85,T6,7.02666666666667
85,T7,17.2
85,T8,18.2
85,T9,17.0333333333333
86,T1,19.89
86,T2,19.2
86,T3,19.79
86,T4,19.0
86,T5,17.1666666666667
86,T6,7.02666666666667
86,T7,17.2
86,T8,18.2
86,T9,17.0333333333333
87,T1,19.89
87,T2,19.2
87,T3,19.79
87,T4,19.0
87,T5,17.1666666666667
87,T6,7.02666666666667
87,T7,17.2
87,T8,18.2
87,T9,17.0333333333333
88,T1,19.89
88,T2,19.2
88,T3,19.79
88,T4,19.0
88,T5,17.1666666666667
88,T6,7.02666666666667
88,T7,17.2
88,T8,18.2
88,T9,17.0333333333333
89,T1,19.89
89,T2,19.2
89,T3,19.79
89,T4,19.0
89,T5,17.1666666666667
89,T6,7.02666666666667
89,T7,17.2
89,T8,18.2
89,T9,17.0333333333333
90,T1,19.89
90,T2,19.2
90,T3,19.79
90,T4,19.0
90,T5,17.1666666666667
90,T6,7.02666666666667
90,T7,17.2
90,T8,18.2
90,T9,17.0333333333333
91,T1,19.89
91,T2,19.2
91,T3,19.79
91,T4,19.0
91,T5,17.1666666666667
91,T6,7.02666666666667
91,T7,17.2
91,T8,18.2
91,T9,17.0333333333333
92,T1,19.89
92,T2,19.2
92,T3,19.79
92,T4,19.0
92,T5,17.1666666666667
92,T6,7.02666666666667
92,T7,17.2
92,T8,18.2
92,T9,17.0333333333333
93,T1,19.89
93,T2,19.2
93,T3,19.79
93,T4,19.0
93,T5,17.1666666666667
93,T6,7.02666666666667
93,T7,17.2
93,T8,18.2
93,T9,17.0333333333333
94,T1,19.89
94,T2,19.2
94,T3,19.79
94,T4,19.0
94,T5,17.1666666666667
94,T6,7.02666666666667
94,T7,17.2
94,T8,18.2
94,T9,17.0333333333333
95,T1,19.89
95,T2,19.2
95,T3,19.79
95,T4,19.0
95,T5,17.1666666666667
95,T6,7.02666666666667
95,T7,17.2
95,T8,18.2
95,T9,17.0333333333333
96,T1,19.89
96,T2,19.2
96,T3,19.79
96,T4,19.0
96,T5,17.1666666666667
96,T6,7.02666666666667
96,T7,17.2
96,T8,18.2
96,T9,17.0333333333333
97,T1,19.89
97,T2,19.2
97,T3,19.79
97,T4,19.0
97,T5,17.1666666666667
97,T6,7.02666666666667
97,T7,17.2
97,T8,18.2
97,T9,17.0333333333333
98,T1,19.89
98,T2,19.2
98,T3,19.79
98,T4,19.0
98,T5,17.1666666666667
98,T6,7.02666666666667
98,T7,17.2
98,T8,18.2
98,T9,17.0333333333333
99,T1,19.89
99,T2,19.2
99,T3,19.79
99,T4,19.0
99,T5,17.1666666666667
99,T6,7.02666666666667
99,T7,17.2
99,T8,18.2
99,T9,17.0333333333333
100,T1,19.89
100,T2,19.2
100,T3,19.79
100,T4,19.0
100,T5,17.1666666666667
100,T6,7.02666666666667
100,T7,17.2
100,T8,18.2
100,T9,17.0333333333333
101,T1,19.89
101,T2,19.2
101,T3,19.79
101,T4,19.0
101,T5,17.1666666666667
101,T6,7.02666666666667
101,T7,17.2
101,T8,18.2
101,T9,17.0333333333333
102,T1,19.89
102,T2,19.2
102,T3,19.79
102,T4,19.0
102,T5,17.1666666666667
102,T6,7.02666666666667
102,T7,17.2
102,T8,18.2
102,T9,17.0333333333333
103,T1,19.89
103,T2,19.2
103,T3,19.79
103,T4,19.0
103,T5,17.1666666666667
103,T6,7.02666666666667
103,T7,17.2
103,T8,18.2
103,T9,17.0333333333333
104,T1,19.89
104,T2,19.2
104,T3,19.79
104,T4,19.0
104,T5,17.1666666666667
104,T6,7.02666666666667
104,T7,17.2
104,T8,18.2
104,T9,17.0333333333333
105,T1,19.89
105,T2,19.2
105,T3,19.79
105,T4,19.0
105,T5,17.1666666666667
105,T6,7.02666666666667
105,T7,17.2
105,T8,18.2
105,T9,17.0333333333333
106,T1,19.89
106,T2,19.2
106,T3,19.79
106,T4,19.0
106,T5,17.1666666666667
106,T6,7.02666666666667
106,T7,17.2
106,T8,18.2
106,T9,17.0333333333333
107,T1,19.89
107,T2,19.2
107,T3,19.79
107,T4,19.0
107,T5,17.1666666666667
107,T6,7.02666666666667
107,T7,17.2
107,T8,18.2
107,T9,17.0333333333333
108,T1,19.89
108,T2,19.2
108,T3,19.79
108,T4,19.0
108,T5,17.1666666666667
108,T6,7.02666666666667
108,T7,17.2
108,T8,18.2
108,T9,17.0333333333333
109,T1,19.89
109,T2,19.2
109,T3,19.79
109,T4,19.0
109,T5,17.1666666666667
109,T6,7.02666666666667
109,T7,17.2
109,T8,18.2
109,T9,17.0333333333333
110,T1,19.89
110,T2,19.2
110,T3,19.79
110,T4,19.0
110,T5,17.1666666666667
110,T6,7.02666666666667
110,T7,17.2
110,T8,18.2
110,T9,17.0333333333333
111,T1,19.89
111,T2,19.2
111,T3,19.79
111,T4,19.0
111,T5,17.1666666666667
111,T6,7.02666666666667
111,T7,17.2
111,T8,18.2
111,T9,17.0333333333333
112,T1,19.89
112,T2,19.2
112,T3,19.79
112,T4,19.0
112,T5,17.1666666666667
112,T6,7.02666666666667
112,T7,17.2
112,T8,18.2
112,T9,17.0333333333333
113,T1,19.89
113,T2,19.2
113,T3,19.79
113,T4,19.0
113,T5,17.1666666666667
113,T6,7.02666666666667
113,T7,17.2
113,T8,18.2
113,T9,17.0333333333333
114,T1,19.89
114,T2,19.2
114,T3,19.79
114,T4,19.0
114,T5,17.1666666666667
114,T6,7.02666666666667
114,T7,17.2
114,T8,18.2
114,T9,17.0333333333333
115,T1,19.89
115,T2,19.2
115,T3,19.79
115,T4,19.0
115,T5,17.1666666666667
115,T6,7.02666666666667
115,T7,17.2
115,T8,18.2
115,T9,17.0333333333333
116,T1,19.89
116,T2,19.2
116,T3,19.79
116,T4,19.0
116,T5,17.1666666666667
116,T6,7.02666666666667
116,T7,17.2
116,T8,18.2
116,T9,17.0333333333333
117,T1,19.89
117,T2,19.2
117,T3,19.79
117,T4,19.0
117,T5,17.1666666666667
117,T6,7.02666666666667
117,T7,17.2
117,T8,18.2
117,T9,17.0333333333333
118,T1,19.89
118,T2,19.2
118,T3,19.79
118,T4,19.0
118,T5,17.1666666666667
118,T6,7.02666666666667
118,T7,17.2
118,T8,18.2
118,T9,17.0333333333333
119,T1,19.89
119,T2,19.2
119,T3,19.79
119,T4,19.0
119,T5,17.1666666666667
119,T6,7.02666666666667
119,T7,17.2
119,T8,18.2
119,T9,17.0333333333333
120,T1,19.89
120,T2,19.2
120,T3,19.79
120,T4,19.0
120,T5,17.1666666666667
120,T6,7.02666666666667
120,T7,17.2
120,T8,18.2
120,T9,17.0333333333333
121,T1,19.89
121,T2,19.2
121,T3,19.79
121,T4,19.0
121,T5,17.1666666666667
121,T6,7.02666666666667
121,T7,17.2
121,T8,18.2
121,T9,17.0333333333333
122,T1,19.89
122,T2,19.2
122,T3,19.79
122,T4,19.0
122,T5,17.1666666666667
122,T6,7.02666666666667
122,T7,17.2
122,T8,18.2
122,T9,17.0333333333333
123,T1,19.89
123,T2,19.2
123,T3,19.79
123,T4,19.0
123,T5,17.1666666666667
123,T6,7.02666666666667
123,T7,17.2
123,T8,18.2
123,T9,17.0333333333333
124,T1,19.89
124,T2,19.2
124,T3,19.79
124,T4,19.0
124,T5,17.1666666666667
124,T6,7.02666666666667
124,T7,17.2
124,T8,18.2
124,T9,17.0333333333333
125,T1,19.89
125,T2,19.2
125,T3,19.79
125,T4,19.0
125,T5,17.1666666666667
125,T6,7.02666666666667
125,T7,17.2
125,T8,18.2
125,T9,17.0333333333333
126,T1,19.89
126,T2,19.2
126,T3,19.79
126,T4,19.0
126,T5,17.1666666666667
126,T6,7.02666666666667
126,T7,17.2
126,T8,18.2
126,T9,17.0333333333333
127,T1,19.89
127,T2,19.2
127,T3,19.79
127,T4,19.0
127,T5,17.1666666666667
127,T6,7.02666666666667
127,T7,17.2
127,T8,18.2
127,T9,17.0333333333333
128,T1,19.89
128,T2,19.2
128,T3,19.79
128,T4,19.0
128,T5,17.1666666666667
128,T6,7.02666666666667
128,T7,17.2
128,T8,18.2
128,T9,17.0333333333333
129,T1,19.89
129,T2,19.2
129,T3,19.79
129,T4,19.0
129,T5,17.1666666666667
129,T6,7.02666666666667
129,T7,17.2
129,T8,18.2
129,T9,17.0333333333333
130,T1,19.89
130,T2,19.2
130,T3,19.79
130,T4,19.0
130,T5,17.1666666666667
130,T6,7.02666666666667
130,T7,17.2
130,T8,18.2
130,T9,17.0333333333333
131,T1,19.89
131,T2,19.2
131,T3,19.79
131,T4,19.0
131,T5,17.1666666666667
131,T6,7.02666666666667
131,T7,17.2
131,T8,18.2
131,T9,17.0333333333333
132,T1,19.89
132,T2,19.2
132,T3,19.79
132,T4,19.0
132,T5,17.1666666666667
132,T6,7.02666666666667
132,T7,17.2
132,T8,18.2
132,T9,17.0333333333333
133,T1,19.89
133,T2,19.2
133,T3,19.79
133,T4,19.0
133,T5,17.1666666666667
133,T6,7.02666666666667
133,T7,17.2
133,T8,18.2
133,T9,17.0333333333333
134,T1,19.89
134,T2,19.2
134,T3,19.79
134,T4,19.0
134,T5,17.1666666666667
134,T6,7.02666666666667
134,T7,17.2
134,T8,18.2
134,T9,17.0333333333333
135,T1,19.89
135,T2,19.2
135,T3,19.79
135,T4,19.0
135,T5,17.1666666666667
135,T6,7.02666666666667
135,T7,17.2
135,T8,18.2
135,T9,17.0333333333333
136,T1,19.89
136,T2,19.2
136,T3,19.79
136,T4,19.0
136,T5,17.1666666666667
136,T6,7.02666666666667
136,T7,17.2
136,T8,18.2
136,T9,17.0333333333333
137,T1,19.89
137,T2,19.2
137,T3,19.79
137,T4,19.0
137,T5,17.1666666666667
137,T6,7.02666666666667
137,T7,17.2
137,T8,18.2
137,T9,17.0333333333333
138,T1,19.89
138,T2,19.2
138,T3,19.79
138,T4,19.0
138,T5,17.1666666666667
138,T6,7.02666666666667
138,T7,17.2
138,T8,18.2
138,T9,17.0333333333333
139,T1,19.89
139,T2,19.2
139,T3,19.79
139,T4,19.0
139,T5,17.1666666666667
139,T6,7.02666666666667
139,T7,17.2
139,T8,18.2
139,T9,17.0333333333333
140,T1,19.89
140,T2,19.2
140,T3,19.79
140,T4,19.0
140,T5,17.1666666666667
140,T6,7.02666666666667
140,T7,17.2
140,T8,18.2
140,T9,17.0333333333333
141,T1,19.89
141,T2,19.2
141,T3,19.79
141,T4,19.0
141,T5,17.1666666666667
141,T6,7.02666666666667
141,T7,17.2
141,T8,18.2
141,T9,17.0333333333333
142,T1,19.89
142,T2,19.2
142,T3,19.79
142,T4,19.0
142,T5,17.1666666666667
142,T6,7.02666666666667
142,T7,17.2
142,T8,18.2
142,T9,17.0333333333333
143,T1,19.89
143,T2,19.2
143,T3,19.79
143,T4,19.0
143,T5,17.1666666666667
143,T6,7.02666666666667
143,T7,17.2
143,T8,18.2
143,T9,17.0333333333333
144,T1,19.89
144,T2,19.2
144,T3,19.79
144,T4,19.0
144,T5,17.1666666666667
144,T6,7.02666666666667
144,T7,17.2
144,T8,18.2
144,T9,17.0333333333333
145,T1,19.89
145,T2,19.2
145,T3,19.79
145,T4,19.0
145,T5,17.1666666666667
145,T6,7.02666666666667
145,T7,17.2
145,T8,18.2
145,T9,17.0333333333333
146,T1,19.89
146,T2,19.2
146,T3,19.79
146,T4,19.0
146,T5,17.1666666666667
146,T6,7.02666666666667
146,T7,17.2
146,T8,18.2
146,T9,17.0333333333333
147,T1,19.89
147,T2,19.2
147,T3,19.79
147,T4,19.0
147,T5,17.1666666666667
147,T6,7.02666666666667
147,T7,17.2
147,T8,18.2
147,T9,17.0333333333333
148,T1,19.89
148,T2,19.2
148,T3,19.79
148,T4,19.0
148,T5,17.1666666666667
148,T6,7.02666666666667
148,T7,17.2
148,T8,18.2
148,T9,17.0333333333333
149,T1,19.89
149,T2,19.2
149,T3,19.79
149,T4,19.0
149,T5,17.1666666666667
149,T6,7.02666666666667
149,T7,17.2
149,T8,18.2
149,T9,17.0333333333333
150,T1,19.89
150,T2,19.2
